zip_code,sub_grade,grade,int_rate,term,fico_range_low,fico_range_high,inq_last_6mths,revol_util,addr_state,annual_inc,pub_rec,mths_since_last_record,loan_amnt,dti,emp_length,is_bad
088xx,B1,B,9.63,3,760,764,0,12.5,NJ,12e4,0,0,18400,3.68,9,0
331xx,B3,B,10.37,6,705,709,0,28.4,FL,24e3,0,0,1800,24.15,1,0
297xx,F2,F,18.62,6,675,679,0,94.2,SC,93e3,0,0,13550,16.3,1,0
100xx,B2,B,10.0,3,735,739,0,19.4,NY,79e3,0,0,6000,2.9,2,0
480xx,A5,A,7.66,6,795,799,0,5.0,MI,48e3,0,0,10000,8.93,0,0
787xx,B5,B,11.11,3,740,744,0,66.1,TX,7e4,0,0,25000,25.17,7,0
331xx,F2,F,18.62,6,685,689,0,94.8,FL,1e5,0,0,25000,17.93,1,1
841xx,D3,D,15.28,3,670,674,3,64.6,UT,51600.0,0,0,12200,22.23,4,0
945xx,C1,C,12.68,3,735,739,2,31.1,CA,1e5,0,0,20000,12.96,7,0
284xx,E1,E,16.4,6,690,694,0,96.1,NC,41600.0,1,113,7500,20.88,6,0
980xx,A4,A,7.29,3,715,719,0,42.6,WA,40351.56,1,88,7200,17.75,1,0
200xx,D4,D,15.65,3,675,679,0,92.7,DC,7e4,0,0,8000,5.04,1,0
283xx,G3,G,20.85,6,675,679,2,57.2,NC,77508.0,0,0,25000,17.36,1,0
810xx,B4,B,9.99,6,770,774,2,3.9,CO,98400.0,0,0,15000,3.74,9,0
191xx,C4,C,13.8,6,750,754,4,3.1,PA,30996.0,0,0,9975,0.39,1,0
211xx,A1,A,5.42,3,760,764,0,42.2,MD,20160.0,0,0,5300,28.33,4,0
325xx,B2,B,10.0,3,705,709,1,80.3,FL,78e3,0,0,8000,20.02,6,0
100xx,A5,A,7.66,3,735,739,1,37.2,NY,45e3,0,0,12000,19.49,1,0
130xx,C1,C,12.68,6,715,719,3,56.7,NY,85e3,0,0,9600,18.59,9,1
073xx,B1,B,9.63,3,710,714,1,74.5,NJ,72e3,0,0,6000,10.62,1,0
761xx,B4,B,10.74,3,700,704,3,59.2,TX,11e4,0,0,12000,6.94,4,0
146xx,C3,C,13.43,3,705,709,1,37.8,NY,75e3,0,0,15000,8.64,1,1
333xx,D5,D,16.02,6,705,709,0,77.3,FL,5e4,0,0,19000,22.32,5,1
284xx,C5,C,14.17,6,730,734,3,37.9,NC,129e3,0,0,18000,7.78,9,1
100xx,C4,C,13.8,3,705,709,1,16.6,NY,65e3,0,0,20000,15.66,4,0
276xx,F1,F,18.25,6,685,689,0,92.3,NC,71964.0,0,0,20000,11.81,5,0
085xx,A2,A,5.79,3,775,779,1,28.8,NJ,137004.0,0,0,10000,13.02,3,0
998xx,B4,B,10.74,3,695,699,0,76.5,AK,46e3,0,0,12000,20.97,3,0
554xx,A5,A,7.66,3,730,734,1,21.3,MN,4e4,0,0,6000,5.28,1,0
981xx,C4,C,13.8,3,780,784,2,0.0,WA,43e4,0,0,25000,2.87,2,0
800xx,B5,B,11.11,3,680,684,1,25.4,CO,28800.0,0,0,5375,24.83,1,0
895xx,A5,A,7.66,3,740,744,0,55.7,NV,29435.0,0,0,12000,16.76,1,0
856xx,A1,A,5.42,3,800,804,1,8.5,AZ,105e3,0,0,5000,5.14,2,0
270xx,A4,A,7.29,3,725,729,1,32.8,NC,6e4,0,0,5000,15.84,1,0
531xx,F3,F,18.99,6,670,674,2,40.6,WI,15e4,0,0,15000,9.72,1,0
801xx,D4,D,15.65,6,750,754,1,72.8,CO,65e3,0,0,25000,18.06,1,0
787xx,B5,B,11.11,3,665,669,0,42.6,TX,8e4,0,0,3000,18.29,3,0
600xx,A4,A,7.29,3,745,749,1,16.5,IL,64575.0,0,0,12000,10.16,2,0
189xx,A3,A,6.92,3,730,734,0,7.7,PA,44908.0,1,87,5000,2.67,6,0
926xx,D2,D,14.91,6,705,709,0,35.9,CA,28800.0,0,0,3000,16.13,4,0
891xx,B4,B,10.74,3,695,699,1,15.7,NV,28800.0,0,0,6000,3.21,1,0
206xx,B4,B,10.74,3,720,724,3,37.6,MD,115731.0,0,0,9625,0.25,1,0
601xx,F4,F,19.36,6,675,679,1,68.0,IL,83e3,0,0,19200,11.41,7,0
193xx,B3,B,10.37,3,695,699,0,19.8,PA,82e3,0,0,14000,13.8,2,0
930xx,A4,A,7.29,3,760,764,1,30.8,CA,35400.0,0,0,12000,22.95,1,0
258xx,C4,C,13.8,6,685,689,1,69.3,WV,16992.0,0,0,2000,22.03,2,0
811xx,D4,D,15.65,6,765,769,8,5.6,CO,27600.0,0,0,13800,16.83,7,0
554xx,D2,D,14.91,3,710,714,1,2.0,MN,62400.0,0,0,8400,0.27,1,1
750xx,B3,B,10.37,6,740,744,0,4.2,TX,24e3,1,90,12000,6.6,3,0
210xx,A5,A,7.66,3,725,729,1,30.5,MD,107500.0,1,108,10000,28.4,1,0
953xx,C2,C,13.06,6,725,729,0,94.3,CA,15600.0,0,0,4000,18.85,4,0
335xx,B3,B,10.37,3,685,689,0,87.4,FL,56e3,1,97,5600,23.87,6,0
126xx,A2,A,5.79,3,805,809,0,0.0,NY,5e4,0,0,6000,7.1,4,0
303xx,A2,A,5.79,3,795,799,1,6.5,GA,4e4,0,0,8000,19.41,4,1
750xx,A4,A,7.29,6,780,784,0,9.7,TX,67500.0,0,0,6000,5.39,1,0
142xx,B3,B,10.37,3,690,694,0,81.8,NY,27e3,0,0,7750,21.64,1,0
327xx,C2,C,12.61,6,720,724,0,14.2,FL,54e3,0,0,24250,16.71,1,1
181xx,B2,B,10.0,3,695,699,0,74.0,PA,43e3,0,0,8000,20.54,6,0
926xx,C2,C,13.06,3,680,684,2,2.2,CA,84e3,0,0,10000,18.99,7,1
114xx,C2,C,13.06,3,675,679,2,67.2,NY,77604.0,0,0,6800,10.1,1,0
121xx,G5,G,21.59,6,665,669,0,65.2,NY,6e4,0,0,25000,4.0,4,1
945xx,B2,B,10.0,3,710,714,0,88.1,CA,12e4,0,0,14000,13.36,2,0
770xx,B1,B,9.63,3,780,784,0,0.0,TX,172e3,0,0,16000,5.92,4,0
740xx,B3,B,10.37,3,720,724,0,58.3,OK,115e3,0,0,18000,5.28,1,0
750xx,D3,D,15.28,6,675,679,0,57.0,TX,41529.6,0,0,13475,15.11,4,0
923xx,A1,A,5.42,3,780,784,0,28.3,CA,39996.0,0,0,2500,8.76,2,0
657xx,E3,E,17.14,6,670,674,0,82.2,MO,21e3,0,0,2400,7.94,1,0
366xx,C1,C,12.68,3,700,704,1,25.7,AL,22e3,0,0,4000,7.47,2,0
331xx,C3,C,13.43,3,670,674,2,32.3,FL,68e3,0,0,2300,18.0,4,1
191xx,B3,B,10.37,6,735,739,0,58.0,PA,6e4,0,0,9000,12.06,1,0
890xx,C3,C,13.43,6,750,754,1,42.0,NV,51e3,0,0,16000,14.38,1,0
111xx,B3,B,10.37,3,745,749,2,66.7,NY,45e3,0,0,12500,11.55,1,0
554xx,B5,B,11.11,3,685,689,3,43.9,MN,75e3,0,0,10000,20.53,1,0
559xx,D3,D,15.28,6,680,684,1,79.4,MN,28e3,0,0,9000,5.19,5,0
080xx,B3,B,10.37,3,705,709,2,3.4,NJ,38004.0,0,0,10000,15.44,5,0
961xx,A4,A,7.29,3,730,734,0,46.9,CA,48500.0,0,0,13000,25.21,9,0
337xx,E2,E,16.77,6,710,714,2,37.6,FL,1e5,0,0,20000,9.65,6,1
891xx,E1,E,16.4,6,685,689,3,77.7,NV,45e3,0,0,16750,22.53,1,0
481xx,A5,A,7.66,3,730,734,1,29.8,MI,86400.0,0,0,9000,3.85,3,1
021xx,C1,C,12.68,6,700,704,0,61.2,MA,7e4,0,0,11400,12.38,2,0
078xx,D5,D,16.02,3,665,669,1,75.1,NJ,67e3,0,0,11000,8.87,2,0
891xx,A4,A,7.29,3,725,729,0,0.0,NV,5e4,0,0,7200,16.15,5,0
370xx,A1,A,5.42,3,790,794,0,5.6,KY,85e3,0,0,5000,2.1,2,0
786xx,A4,A,7.29,3,730,734,0,49.5,TX,32769.0,0,0,7000,7.29,3,0
797xx,B1,B,9.63,3,705,709,0,41.1,TX,25e3,0,0,1000,18.67,1,0
908xx,C2,C,13.06,6,675,679,0,84.4,CA,6e4,0,0,4800,22.9,5,0
910xx,A2,A,5.79,3,735,739,0,48.9,CA,42e3,0,0,7000,14.97,5,1
941xx,D1,D,14.54,3,680,684,0,82.4,CA,55530.0,0,0,16000,12.99,1,1
481xx,E1,E,16.4,6,700,704,0,43.4,MI,55e3,0,0,20000,15.38,9,0
021xx,B5,B,11.11,3,705,709,0,68.3,MA,51e3,0,0,15000,8.33,1,0
201xx,A4,A,7.29,3,745,749,0,24.6,VA,104e3,0,0,12800,20.0,8,0
212xx,D1,D,14.54,3,680,684,0,41.7,MD,72e3,0,0,18000,6.63,2,0
719xx,B2,B,10.0,3,685,689,0,61.5,AR,13728.0,1,43,1000,23.34,0,1
706xx,C2,C,13.06,3,680,684,3,41.8,LA,62040.0,0,0,13400,18.84,1,0
928xx,A3,A,6.92,3,735,739,2,35.4,CA,81504.0,0,0,2400,24.88,6,0
483xx,A1,A,5.42,3,805,809,0,6.9,MI,35500.0,0,0,9600,21.13,1,0
890xx,B3,B,10.37,3,675,679,0,51.2,NV,51996.0,0,0,3000,3.25,1,0
480xx,B1,B,9.63,3,695,699,0,75.1,MI,95e3,0,0,6800,17.72,8,0
209xx,D5,D,16.02,6,725,729,2,66.3,MD,9e4,0,0,24000,13.8,1,1
741xx,A5,A,7.66,3,720,724,1,64.9,OK,3e4,0,0,10000,10.68,6,0
284xx,A5,A,7.66,3,710,714,1,51.1,NC,47e3,0,0,6000,20.07,4,0
282xx,B4,B,10.74,3,690,694,1,80.0,NC,86004.0,0,0,2000,23.29,8,0
606xx,B5,B,11.11,6,705,709,0,76.2,IL,45e3,0,0,14500,24.75,3,0
641xx,B2,B,10.0,6,745,749,0,46.7,MO,41e3,0,0,9600,27.66,1,0
402xx,B2,B,10.0,3,700,704,0,75.5,KY,5e4,0,0,14400,13.03,2,0
970xx,D5,D,16.02,6,720,724,0,44.1,OR,72e3,0,0,23000,12.1,0,0
018xx,D5,D,16.02,6,725,729,0,71.8,MA,6e4,0,0,25000,13.92,1,1
308xx,D4,D,15.65,6,670,674,1,19.0,GA,62e3,0,0,6500,10.88,1,0
288xx,B3,B,10.37,3,740,744,0,0.0,NC,36e3,0,0,1200,0.0,1,0
113xx,B3,B,10.37,6,775,779,0,20.8,NY,52e3,0,0,12000,6.0,1,0
770xx,C1,C,12.68,3,705,709,0,93.0,TX,334e3,0,0,18000,19.95,1,0
606xx,A4,A,7.29,3,725,729,0,86.7,IL,82e3,0,0,10000,17.06,4,0
336xx,A4,A,7.29,3,730,734,0,8.5,FL,38400.0,0,0,10000,2.78,2,0
116xx,B5,B,11.11,3,740,744,0,52.7,NY,11e4,0,0,20000,6.65,5,0
292xx,B1,B,9.63,3,755,759,2,22.5,SC,27e3,0,0,2725,5.2,2,0
941xx,A2,A,5.79,3,760,764,0,76.1,CA,36e3,0,0,9000,14.9,1,0
018xx,A3,A,6.92,3,725,729,0,36.5,MA,4e4,0,0,5000,18.39,1,0
802xx,A5,A,7.66,3,740,744,1,1.1,CO,64583.0,0,0,10000,11.15,2,0
027xx,A4,A,7.29,3,770,774,0,15.9,MA,37e3,0,0,4000,9.21,4,0
940xx,B2,B,10.0,3,695,699,0,84.1,CA,15e4,0,0,7500,10.25,3,0
276xx,D2,D,14.91,6,720,724,1,72.2,NC,52884.0,0,0,15000,8.08,0,0
900xx,D2,D,14.91,3,690,694,0,95.8,CA,75e3,0,0,6300,6.08,6,0
945xx,B4,B,10.74,3,685,689,2,54.1,CA,132996.0,0,0,5000,19.1,3,1
797xx,D3,D,15.28,6,760,764,2,15.0,TX,125e3,0,0,25000,7.61,1,0
021xx,B4,B,10.74,3,725,729,0,14.9,MA,31e3,0,0,4000,4.61,1,0
030xx,D1,D,14.54,3,675,679,1,95.1,NH,41196.0,0,0,6000,23.24,2,0
103xx,C1,C,12.68,3,690,694,1,88.0,NY,75e3,0,0,10200,17.71,3,0
191xx,B3,B,10.37,3,690,694,0,60.0,PA,39e3,0,0,14000,17.14,4,0
900xx,E4,E,17.51,3,665,669,0,14.2,CA,27911.52,0,0,5000,9.59,1,0
326xx,A1,A,5.42,3,800,804,0,5.7,FL,18e3,0,0,2000,1.0,1,0
334xx,D5,D,16.02,6,720,724,1,72.1,FL,12e4,0,0,25000,1.18,1,0
760xx,C2,C,13.06,6,690,694,0,0.0,TX,99840.0,0,0,6300,9.83,8,0
160xx,D1,D,14.54,3,680,684,1,82.5,PA,45324.0,0,0,15150,15.83,4,0
853xx,E5,E,17.88,3,660,664,3,62.8,AZ,57600.0,0,0,12000,18.52,2,1
070xx,E2,E,16.77,6,680,684,0,77.4,NJ,72e3,0,0,15250,20.9,2,1
852xx,E2,E,16.77,6,695,699,1,93.7,AZ,49e3,0,0,15600,22.04,6,0
941xx,E1,E,16.4,3,660,664,0,95.3,CA,5e4,0,0,7500,13.34,1,0
194xx,C3,C,13.43,6,695,699,2,21.7,PA,4e4,0,0,5000,14.49,4,1
067xx,A4,A,7.29,3,725,729,0,47.2,CT,3e4,0,0,9875,27.48,4,0
941xx,B1,B,9.63,3,725,729,3,33.3,CA,21221.0,0,0,8500,8.76,4,0
123xx,C5,C,14.17,3,685,689,1,26.9,NY,38272.0,0,0,15250,21.26,1,0
741xx,B3,B,10.37,3,705,709,2,64.3,OK,42e3,0,0,12000,19.83,1,0
760xx,D5,D,16.02,3,680,684,2,45.6,TX,12e4,0,0,24250,14.65,2,0
534xx,B2,B,10.0,3,715,719,1,69.5,WI,6e4,1,85,12000,12.32,7,0
207xx,E1,E,16.4,3,690,694,0,93.8,MD,60996.0,0,0,24250,17.41,1,0
809xx,D5,D,16.02,3,695,699,0,98.0,CO,84996.0,0,0,3000,10.83,1,0
487xx,A2,A,5.79,3,750,754,2,15.2,MI,23e3,0,0,4500,19.15,1,0
785xx,A2,A,5.79,3,770,774,0,6.0,TX,7e4,0,0,12000,4.2,1,0
895xx,A4,A,7.29,3,790,794,1,41.8,NV,25e3,0,0,11500,19.44,4,0
551xx,A2,A,5.79,3,760,764,0,31.4,MN,4e4,0,0,10000,14.55,1,0
666xx,A2,A,5.79,3,800,804,0,6.1,KS,48e3,0,0,8000,0.72,4,0
985xx,C2,C,13.06,6,700,704,1,70.0,WA,56e3,0,0,7200,18.17,7,0
604xx,B5,B,11.11,3,730,734,1,66.0,IL,92e3,0,0,16000,15.94,1,0
454xx,B5,B,10.36,3,680,684,2,49.9,OH,9e4,1,106,4800,19.31,4,0
925xx,D5,D,16.02,3,665,669,1,91.8,CA,39772.0,0,0,3600,2.87,3,1
112xx,D5,D,16.02,3,680,684,1,81.1,NY,88e3,0,0,25000,14.78,9,0
949xx,D2,D,14.91,6,740,744,3,12.1,CA,78e3,0,0,21000,5.62,1,0
920xx,B3,B,10.37,3,700,704,0,83.5,CA,5e4,0,0,3000,9.58,2,0
070xx,B5,B,11.11,3,670,674,0,30.5,NJ,25e3,0,0,3500,12.67,0,0
208xx,C3,C,13.43,6,700,704,1,8.6,MD,62400.0,0,0,9600,14.37,4,0
941xx,B3,B,10.37,3,680,684,0,66.3,CA,87e3,0,0,8000,8.32,3,0
980xx,C2,C,13.06,3,755,759,2,39.0,WA,1e5,0,0,20000,0.56,1,0
945xx,A3,A,6.92,3,755,759,0,20.4,CA,28800.0,0,0,13000,16.96,1,0
441xx,C5,C,14.17,6,690,694,2,76.6,OH,33e3,1,92,10800,20.0,4,1
103xx,B5,B,11.11,6,795,799,0,0.2,NY,87e3,0,0,17600,14.21,7,1
980xx,C3,C,13.43,3,690,694,1,95.0,WA,75e3,1,70,2000,10.59,1,0
303xx,B3,B,10.37,3,705,709,0,37.5,GA,72e3,0,0,10000,6.62,2,0
483xx,C2,C,13.06,3,735,739,0,65.8,MI,138e3,0,0,25000,4.14,1,0
913xx,B5,B,11.11,3,740,744,1,0.0,CA,95e3,0,0,13600,9.11,2,0
773xx,E3,E,17.14,6,705,709,2,81.8,TX,165e3,0,0,25000,11.64,4,0
117xx,D5,D,16.02,6,725,729,2,64.2,NY,1e5,0,0,25000,16.81,8,1
920xx,E1,E,16.4,6,700,704,2,51.4,CA,82284.0,0,0,20000,15.94,1,0
063xx,B3,B,10.37,3,690,694,0,77.9,CT,43e3,0,0,8000,5.53,3,0
010xx,D4,D,15.65,6,745,749,1,79.7,MA,59e3,0,0,6600,12.71,7,0
913xx,C1,C,12.68,6,700,704,0,30.7,CA,65e3,0,0,13000,6.63,7,0
900xx,A4,A,7.29,3,755,759,1,2.1,CA,75e3,0,0,10000,0.72,2,0
703xx,B3,B,10.37,3,750,754,2,55.2,LA,90400.0,0,0,9500,8.12,9,0
760xx,D3,D,15.28,6,680,684,2,69.0,TX,45e3,0,0,14000,22.37,4,0
236xx,C1,C,12.68,6,705,709,1,54.1,VA,31e3,0,0,5600,16.45,1,1
088xx,C4,C,13.8,6,770,774,1,49.5,NJ,168e3,0,0,20000,7.46,1,0
070xx,A2,A,5.79,3,765,769,0,42.8,NJ,9e4,0,0,10000,5.43,1,0
021xx,B4,B,10.74,3,690,694,1,36.8,MA,4e4,0,0,8000,13.02,5,0
601xx,C4,C,13.8,3,690,694,3,0.6,IL,42500.0,1,92,10000,0.28,1,0
155xx,B3,B,10.37,6,755,759,2,21.0,PA,39e3,0,0,10000,16.95,1,0
662xx,C3,C,13.43,6,750,754,1,45.8,KS,125e3,0,0,15000,25.06,1,0
953xx,C1,C,12.68,6,730,734,0,78.5,CA,23e3,0,0,10000,15.76,2,0
335xx,A2,A,5.79,3,765,769,2,7.0,FL,64e3,0,0,5000,8.85,1,0
940xx,A5,A,7.66,3,720,724,1,67.8,CA,43e3,0,0,7750,18.56,9,0
316xx,E3,E,17.14,6,715,719,0,94.9,GA,55e3,0,0,23000,16.19,7,0
606xx,A4,A,7.29,3,750,754,1,20.9,IL,35e3,0,0,12000,10.35,1,0
921xx,B4,B,10.74,3,750,754,0,29.3,CA,105e3,0,0,25000,9.65,6,0
085xx,E5,E,17.88,6,700,704,0,96.7,NJ,6e4,0,0,22000,19.9,9,1
840xx,E1,E,16.4,3,710,714,2,97.7,UT,62400.0,0,0,25000,8.19,1,1
064xx,D2,D,14.91,6,740,744,6,3.2,CT,28800.0,0,0,12000,4.25,1,0
073xx,B4,B,10.74,3,705,709,0,97.6,NJ,1e5,1,103,14400,6.6,2,0
161xx,C4,C,13.8,6,780,784,1,17.3,PA,47004.0,0,0,20000,14.73,4,0
750xx,A1,A,5.42,3,820,824,0,19.6,TX,48e4,0,0,6500,0.09,6,0
970xx,E3,E,17.14,6,680,684,1,89.8,OR,49e3,0,0,18250,22.14,6,0
453xx,B5,B,11.11,6,710,714,0,72.0,OH,45e3,0,0,14400,20.69,3,0
890xx,B2,B,10.0,3,705,709,0,78.6,NV,36e3,0,0,13500,21.7,6,0
125xx,E3,E,17.14,6,660,664,1,65.0,NY,39828.0,0,0,8500,21.48,0,0
904xx,A5,A,7.66,3,740,744,0,45.1,CA,1e5,0,0,5000,3.19,1,0
480xx,A2,A,5.79,3,760,764,0,20.2,MI,88e3,0,0,9600,13.23,7,0
331xx,B1,B,9.63,3,705,709,1,29.2,FL,6e4,0,0,3600,5.14,3,0
945xx,A4,A,7.29,3,735,739,1,38.9,CA,48e3,0,0,10000,15.05,1,0
704xx,B5,B,11.11,3,750,754,1,69.3,LA,83e3,0,0,20000,19.91,4,0
852xx,D4,D,15.65,6,670,674,3,60.3,AZ,78e3,0,0,4800,15.86,3,0
132xx,A5,A,7.66,3,710,714,0,51.5,NY,12e3,0,0,6700,6.6,1,1
954xx,A2,A,5.79,3,765,769,0,16.3,CA,9e4,0,0,10000,0.84,5,0
201xx,A4,A,7.29,3,720,724,0,70.0,VA,140004.0,0,0,12000,16.15,4,0
140xx,B4,B,10.74,3,670,674,0,73.2,NY,53976.0,0,0,2000,21.14,1,0
127xx,C3,C,13.43,3,675,679,1,54.7,NY,58e3,0,0,8000,14.63,1,0
233xx,C4,C,13.8,3,725,729,3,25.0,VA,96e3,0,0,25000,1.48,6,0
770xx,A2,A,5.79,3,760,764,2,73.7,TX,79272.0,0,0,3000,11.69,1,0
104xx,C5,C,14.17,3,665,669,2,49.3,NY,5e4,1,87,6000,17.83,1,0
863xx,A3,A,6.92,3,770,774,1,57.4,AZ,49700.0,0,0,12000,5.99,1,0
347xx,B2,B,10.0,3,700,704,1,17.7,FL,50004.0,0,0,1800,18.93,1,1
191xx,B5,B,11.11,6,700,704,0,59.5,PA,45e3,0,0,9000,13.25,5,0
875xx,C1,C,12.68,6,725,729,2,85.7,NM,58516.0,0,0,9600,15.3,1,0
024xx,C3,C,13.43,6,695,699,3,53.8,MA,95e3,0,0,5500,9.92,1,1
113xx,E1,E,16.4,3,675,679,0,79.0,NY,47e3,0,0,15000,18.38,1,0
111xx,A1,A,5.42,3,760,764,0,10.1,NY,46200.0,0,0,6000,26.62,1,0
604xx,B1,B,9.63,3,760,764,4,1.3,IL,16e4,0,0,12000,4.14,1,0
100xx,B2,B,10.0,3,690,694,0,83.8,NY,4e4,0,0,10000,23.82,6,0
920xx,A4,A,7.29,3,735,739,1,49.6,CA,51250.0,0,0,11000,26.29,2,0
070xx,E4,E,17.51,6,690,694,2,30.9,NJ,8e4,0,0,25000,6.63,3,1
610xx,D3,D,15.28,6,680,684,1,35.1,IL,22200.0,0,0,7200,18.16,2,0
208xx,B3,B,10.37,3,730,734,0,76.2,MD,17e4,0,0,20000,11.15,1,0
488xx,A3,A,6.92,3,735,739,0,48.5,MI,68700.0,0,0,10000,16.54,1,1
761xx,A2,A,5.79,3,730,734,0,64.1,TX,76800.0,0,0,6500,22.84,8,0
191xx,C5,C,14.17,6,745,749,1,31.8,PA,58e3,0,0,20000,14.36,5,0
065xx,C1,C,12.68,6,710,714,2,68.6,CT,4e4,0,0,1500,7.08,4,0
105xx,C2,C,13.06,6,720,724,0,87.6,NY,37e3,0,0,12000,11.81,9,0
631xx,C3,C,13.43,3,675,679,2,67.9,MO,26e3,0,0,5200,17.77,1,0
750xx,B4,B,10.74,6,700,704,0,82.3,TX,78e3,0,0,5000,14.18,4,0
905xx,B5,B,11.11,3,715,719,0,46.1,CA,75e3,0,0,20000,12.62,1,0
021xx,A4,A,7.29,3,755,759,0,0.0,MA,6e4,0,0,8400,4.86,1,0
327xx,A5,A,7.66,3,740,744,0,86.9,FL,85e3,0,0,10000,7.26,5,0
200xx,E4,E,17.51,3,680,684,0,98.0,DC,95e3,0,0,14000,9.37,1,0
330xx,C2,C,13.06,6,745,749,0,40.9,FL,45e3,0,0,22000,10.05,1,0
730xx,B5,B,11.11,3,680,684,2,26.5,OK,41e3,0,0,3000,23.53,1,1
941xx,A3,A,6.92,3,760,764,0,29.6,CA,85e3,0,0,7000,2.56,3,0
562xx,A3,A,6.92,3,745,749,1,8.6,MN,54300.0,0,0,8000,13.48,0,0
549xx,C5,C,14.17,6,690,694,1,72.4,WI,74e3,0,0,10000,18.19,3,0
900xx,D2,D,14.91,6,680,684,1,36.8,CA,65e3,0,0,8400,9.51,3,0
331xx,A3,A,6.17,3,785,789,1,12.0,FL,1e5,0,0,20000,9.43,6,0
111xx,D3,D,15.28,3,660,664,0,79.7,NY,75e3,0,0,3800,4.35,4,1
231xx,D4,D,15.65,6,705,709,1,65.2,VA,69e3,0,0,15000,19.93,1,0
113xx,E4,E,17.51,6,665,669,0,60.5,NY,21e3,0,0,9250,10.4,6,0
303xx,C1,C,12.68,3,705,709,2,15.5,GA,62e3,0,0,8000,4.74,2,0
852xx,B1,B,9.63,3,760,764,0,20.9,AZ,32304.0,0,0,15000,22.51,1,0
190xx,B5,B,11.11,3,700,704,1,84.2,PA,27e3,0,0,8000,7.16,1,0
531xx,D2,D,14.91,3,660,664,0,60.9,WI,3e4,0,0,6200,23.64,3,0
850xx,A5,A,7.66,3,730,734,1,29.0,AZ,102e3,0,0,12250,10.86,4,0
802xx,B1,B,9.63,3,720,724,0,24.8,CO,36e3,0,0,5000,26.73,5,0
076xx,C5,C,14.17,6,680,684,1,56.1,NJ,3e4,0,0,5000,16.6,1,0
112xx,C1,C,12.68,6,730,734,0,50.2,NY,4e4,0,0,17000,9.09,4,0
068xx,D3,D,15.28,3,660,664,0,22.6,CT,24e3,0,0,5000,2.85,6,0
917xx,B4,B,10.74,3,685,689,0,71.4,CA,62e3,0,0,10000,5.36,6,0
112xx,B5,B,11.11,3,685,689,0,85.1,NY,75e3,0,0,14000,14.26,4,0
983xx,B4,B,10.74,3,685,689,0,85.0,WA,3e4,0,0,12300,21.8,1,0
193xx,A4,A,7.29,3,730,734,0,39.6,PA,87e3,0,0,10000,3.54,5,0
112xx,C2,C,13.06,6,805,809,0,1.8,NY,55e3,0,0,20000,11.41,5,0
023xx,F1,F,18.25,3,670,674,3,98.0,MA,18e4,0,0,10000,14.52,1,0
811xx,B4,B,10.74,3,700,704,0,97.3,CO,48250.0,0,0,8400,14.85,3,0
761xx,G3,G,20.85,6,675,679,0,72.5,TX,225e3,0,0,25000,19.74,1,0
286xx,B4,B,10.74,6,720,724,0,56.3,NC,3e4,0,0,13475,22.64,1,0
900xx,A5,A,7.66,3,700,704,0,24.4,CA,54996.0,0,0,7200,20.25,5,0
489xx,A4,A,7.29,3,720,724,0,40.4,MI,7e4,0,0,11000,16.83,1,0
562xx,B2,B,10.0,6,765,769,0,23.7,MN,77400.0,0,0,14500,12.28,1,0
142xx,A5,A,7.66,3,710,714,2,22.4,NY,15e4,0,0,6000,10.22,4,0
967xx,B1,B,9.63,3,690,694,0,60.0,HI,16500.0,0,0,4375,17.53,6,0
927xx,B3,B,10.37,3,745,749,1,94.6,CA,85e3,0,0,10000,16.69,1,0
905xx,D3,D,15.28,6,705,709,0,95.5,CA,8e4,0,0,10000,23.32,6,0
921xx,A4,A,7.29,3,710,714,0,7.9,CA,15e4,0,0,3000,12.68,8,0
020xx,B4,B,10.74,3,685,689,0,87.0,MA,1e5,0,0,7700,11.66,2,0
752xx,A2,A,5.79,3,755,759,0,35.9,TX,84e3,0,0,9000,10.91,3,0
800xx,E1,E,16.4,6,700,704,0,46.2,CO,58480.0,1,111,20000,19.27,7,1
917xx,D1,D,14.54,3,735,739,1,99.4,CA,34e3,0,0,10000,25.27,1,1
301xx,B4,B,10.74,3,750,754,0,24.3,GA,12e4,0,0,25000,18.49,6,0
770xx,A3,A,6.92,3,750,754,0,36.2,TX,43337.0,0,0,10000,24.89,1,0
282xx,D1,D,14.54,3,690,694,0,79.6,NC,98e3,0,0,20000,7.74,1,0
068xx,B2,B,10.0,3,740,744,0,21.2,CT,95e3,0,0,17000,18.97,1,0
941xx,C2,C,13.06,6,695,699,0,88.8,CA,8e4,0,0,10000,15.5,3,0
850xx,G1,G,20.11,6,665,669,0,76.0,AZ,75e3,0,0,15000,4.58,6,0
441xx,C1,C,12.68,3,685,689,1,25.5,OH,30067.2,2,59,10750,22.59,1,1
863xx,A5,A,6.91,3,760,764,0,0.1,AZ,20800.0,0,0,7200,0.87,1,1
115xx,D2,D,14.91,6,740,744,3,27.5,NY,131e3,0,0,20000,17.93,1,0
080xx,A1,A,5.42,3,775,779,0,18.6,NJ,55e3,0,0,6000,16.36,1,0
284xx,C3,C,13.43,6,710,714,2,53.2,NC,55e3,0,0,12000,21.49,1,0
981xx,B3,B,10.37,3,735,739,0,95.3,WA,67e3,0,0,12150,8.42,2,0
088xx,A4,A,7.29,3,765,769,0,27.6,NJ,75e3,0,0,3500,9.47,3,0
601xx,A2,A,5.79,3,770,774,3,21.6,IL,5e4,0,0,6500,10.58,5,0
