"","loan_amnt","term","emp_length","home_ownership","annual_inc","addr_state","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","pub_rec_bankruptcies","fico","is_bad"
"25642",16000,3,1,"OWN",70000,"MO",15.48,0,1,10,0,11200,36.5,25,0,692,0
"25643",7800,6,5,"RENT",47400,"VA",22.41,0,1,8,0,4743,40.2,15,0,667,1
"25644",5000,3,1,"RENT",47000,"AL",14.78,0,0,10,0,6824,21.3,21,0,762,0
"25645",3000,3,2,"RENT",37090,"CA",14.59,0,0,4,0,2316,77.2,10,0,707,0
"25646",4800,3,1,"RENT",27000,"VA",14.89,0,0,7,0,4181,46.5,10,0,732,0
"25647",4800,6,3,"RENT",33900,"FL",21,0,0,4,0,5153,44,11,0,737,0
"25648",6000,3,1,"MORTGAGE",30000,"IL",14.08,1,3,9,0,3621,64.7,18,0,677,0
"25649",12000,3,2,"RENT",110000,"CA",7.04,0,0,7,0,10667,51,16,0,737,0
"25650",24250,3,2,"MORTGAGE",150000,"NY",6.18,0,0,9,0,33215,58.6,18,0,747,0
"25651",24000,6,7,"RENT",57996,"PA",21.93,0,0,7,0,18847,76,23,0,732,0
"25652",3600,3,1,"RENT",55200,"FL",19.93,0,3,15,0,6239,80,22,0,672,0
"25653",10000,3,3,"RENT",30000,"FL",1.8,1,1,2,0,618,77.2,6,0,667,0
"25654",5000,3,2,"RENT",57692.16,"NY",1.44,0,0,5,0,1801,50.4,5,0,712,0
"25655",16000,6,5,"MORTGAGE",90000,"NJ",11.71,0,0,15,1,8963,64.9,23,0,687,1
"25656",10000,3,5,"RENT",1e+05,"WA",11.3,0,3,6,0,4634,9.3,58,0,752,0
"25657",15000,6,1,"RENT",61000,"CA",11.21,0,1,9,0,11887,44.7,16,0,742,0
"25658",20000,3,1,"RENT",1e+05,"NY",6.6,0,1,7,0,34279,79.5,20,0,707,0
"25659",5000,3,1,"RENT",80000,"CA",14.25,2,1,6,0,1740,62.1,13,0,662,0
"25660",9250,3,1,"RENT",28800,"NY",14.04,3,0,7,0,4060,43.7,27,0,677,0
"25661",3600,3,2,"RENT",55000,"NJ",16.73,0,1,14,0,10633,40.7,21,0,672,1
"25662",4800,3,4,"RENT",56048,"NY",16.55,0,2,10,0,5182,61.8,32,0,777,0
"25663",5000,3,2,"RENT",24000,"MD",19.45,0,0,6,0,913,60.9,7,0,682,0
"25664",10000,3,1,"MORTGAGE",51000,"CT",7.27,0,0,14,0,9372,10.5,22,0,807,0
"25665",2300,3,1,"RENT",34416,"NY",6.21,0,0,6,0,1395,8,14,0,767,0
"25666",9000,3,1,"RENT",120000,"NY",4.43,2,0,14,0,15318,62.2,20,0,697,1
"25667",5300,3,3,"MORTGAGE",45000,"VA",1.92,0,0,10,0,2498,30.5,11,0,702,0
"25668",7000,3,1,"MORTGAGE",57738,"IL",11.51,0,1,11,0,1027,2.7,29,0,797,0
"25669",13000,6,7,"MORTGAGE",42900,"MN",8.81,0,0,9,0,11635,34.5,14,0,702,0
"25670",16000,3,1,"MORTGAGE",82500,"AZ",18.3,1,3,9,0,14306,50,42,0,692,1
"25671",17000,6,2,"MORTGAGE",90000,"CA",11.29,0,0,8,0,12218,26.3,19,0,737,0
"25672",3250,3,1,"OWN",67000,"NJ",5.41,0,0,6,0,557,7.5,36,0,762,0
"25673",10000,3,3,"RENT",24000,"CA",3.5,0,0,6,0,6046,22,14,0,762,1
"25674",17000,6,1,"MORTGAGE",64800,"MI",13.19,0,1,15,0,23554,35.5,43,0,747,0
"25675",3250,6,2,"MORTGAGE",20400,"MN",19.41,1,1,12,0,8981,65.6,19,0,662,0
"25676",12500,6,1,"MORTGAGE",70000,"AL",19.46,0,3,12,0,16830,25.3,31,0,772,0
"25677",15000,3,1,"MORTGAGE",90474,"MD",9.64,0,1,20,0,22400,19.9,62,0,737,0
"25678",8875,3,3,"MORTGAGE",130000,"MD",7.92,0,0,6,0,4534,53.3,24,0,682,0
"25679",14000,3,6,"MORTGAGE",120000,"CA",16.38,0,0,13,1,1062,7.6,24,1,742,0
"25680",4325,3,2,"RENT",52800,"GA",17.77,0,0,7,0,3365,14,16,0,707,0
"25681",25000,3,9,"RENT",75000,"NJ",3.78,0,3,12,0,14292,17,22,0,782,0
"25682",25000,6,1,"RENT",130000,"VA",8.91,0,2,11,0,35046,66.5,25,0,722,0
"25683",6000,3,1,"MORTGAGE",56004,"TX",13.13,0,1,11,0,18670,35.5,24,0,727,0
"25684",3700,6,8,"RENT",25700,"WV",18.68,0,1,8,0,4313,44.5,15,0,687,0
"25685",20000,6,3,"RENT",50000,"MD",9.6,0,0,11,0,12939,73.5,18,0,712,0
"25686",9000,3,1,"RENT",59321,"NY",15.31,0,1,10,0,31690,68.7,15,0,662,0
"25687",8000,6,1,"RENT",45000,"CA",24.12,0,1,7,0,4699,49.1,15,0,702,0
"25688",6000,3,2,"RENT",59004,"AL",18.34,0,1,15,0,3634,27.5,17,0,697,0
"25689",8000,6,2,"RENT",25200,"PA",7.71,0,2,6,0,4881,87.2,16,0,672,0
"25690",1500,3,2,"RENT",54600,"RI",1.14,0,2,4,1,1149,76.6,7,0,692,0
"25691",8000,3,4,"MORTGAGE",40000,"FL",2.77,0,1,3,0,37,2.8,10,0,697,0
"25692",2000,3,1,"RENT",24000,"FL",6.05,1,1,7,0,7404,88.1,11,0,717,0
"25693",10000,6,7,"MORTGAGE",26000,"WI",16.89,0,0,7,0,13762,54.6,8,0,717,0
"25694",10000,3,4,"OWN",125000,"NJ",18.43,0,1,16,0,25364,2.9,40,0,802,0
"25695",6000,3,1,"OWN",69000,"FL",21.13,1,0,5,0,13940,89.9,17,0,702,0
"25696",1800,3,1,"OWN",50000,"MI",1.51,0,2,4,0,1337,55.7,5,0,702,0
"25697",5000,3,1,"MORTGAGE",55000,"WV",8.33,2,3,8,0,941,20.5,18,0,662,0
"25698",4500,3,8,"MORTGAGE",58200,"CA",21.67,0,0,8,0,9270,97.6,21,0,727,0
"25699",5500,3,2,"RENT",54000,"TX",10.16,0,0,10,0,2352,71.3,17,0,682,0
"25700",10000,3,2,"RENT",48450,"OR",17.26,0,2,13,0,16044,30.8,15,0,687,0
"25701",24000,6,9,"OWN",57600,"IL",14.58,0,3,11,0,9386,47.8,24,0,702,0
"25702",8400,3,8,"MORTGAGE",39700,"FL",15.66,0,0,11,0,6649,17.2,19,0,737,0
"25703",8000,3,2,"MORTGAGE",35000,"AR",8.13,0,1,6,1,8690,81.2,25,1,697,0
"25704",4750,3,7,"RENT",37000,"NJ",19.33,0,0,13,0,1166,24.3,24,0,677,0
"25705",13200,6,3,"RENT",72000,"OH",5.07,0,0,4,0,2505,39.8,21,0,747,0
"25706",7000,6,1,"MORTGAGE",50000,"FL",2.45,2,2,9,0,24236,85,18,0,712,0
"25707",8000,3,2,"MORTGAGE",55000,"TX",13.4,0,3,12,0,3604,11.5,19,0,762,0
"25708",3000,3,1,"MORTGAGE",27600,"WV",18.04,0,3,9,1,4542,79.7,20,1,682,0
"25709",8000,3,5,"RENT",90000,"VA",9.93,0,1,5,0,11609,47.4,6,0,682,0
"25710",15000,3,3,"RENT",84000,"LA",16.04,0,1,6,0,14220,59.5,17,0,712,0
"25711",2500,3,8,"MORTGAGE",175000,"FL",18.72,0,1,14,0,11295,29.3,41,0,742,0
"25712",5000,6,8,"RENT",32000,"NY",5.07,1,0,7,0,3775,31.2,12,0,672,0
"25713",25000,6,6,"RENT",160000,"CA",10.42,0,1,15,0,26833,44.7,36,0,682,1
"25714",25000,6,4,"MORTGAGE",90000,"FL",13.71,0,1,13,0,20614,49,34,0,697,0
"25715",7800,3,2,"RENT",43000,"NY",13.34,0,0,10,0,10093,30.1,27,0,752,0
"25716",16075,6,1,"MORTGAGE",69996,"MI",4.37,0,2,11,0,9638,14.2,31,0,802,0
"25717",9500,6,1,"RENT",51170,"MD",11.47,0,1,14,1,7422,33.6,31,1,702,1
"25718",1500,3,7,"MORTGAGE",115000,"NV",0.75,0,1,8,0,8588,20.2,14,0,767,0
"25719",19400,6,1,"RENT",51000,"IL",21.08,0,1,7,0,28825,48.3,21,0,737,0
"25720",4000,6,1,"MORTGAGE",58000,"WA",22.15,0,2,8,0,13585,85.4,24,0,662,0
"25721",18000,6,4,"MORTGAGE",90300,"TX",16.21,0,2,11,0,21509,93.9,27,0,712,0
"25722",25000,6,8,"RENT",101004,"NJ",20.84,0,0,12,0,30904,87.8,16,0,687,1
"25723",14500,6,1,"RENT",45500,"VA",24.84,0,0,17,0,7716,77.2,26,0,697,0
"25724",8000,3,2,"MORTGAGE",1e+05,"TX",23.44,0,1,21,0,4327,22.8,53,0,772,0
"25725",15000,6,1,"MORTGAGE",97344,"IL",7.58,0,3,13,0,28837,80.8,36,0,667,0
"25726",15000,3,4,"RENT",528000,"CA",16.63,0,0,10,0,4612,47.5,33,0,667,0
"25727",6000,3,3,"MORTGAGE",53595.2,"FL",12.56,0,3,5,0,203,11.9,9,0,737,0
"25728",12250,3,2,"RENT",35000,"WA",23.14,0,0,13,0,4124,73.6,15,0,692,1
"25729",14000,6,1,"MORTGAGE",102400,"CA",22.66,0,3,10,0,40795,88.3,20,0,667,0
"25730",12000,3,9,"MORTGAGE",57600,"AK",20.67,1,2,8,0,4600,48.9,24,0,662,0
"25731",7000,3,3,"RENT",34800,"CA",16.48,0,0,11,1,6028,59.7,25,1,682,0
"25732",1500,3,2,"RENT",43625,"NJ",19.92,0,1,8,0,10224,88.9,30,0,717,0
"25733",12000,3,4,"MORTGAGE",60000,"TX",11.5,1,0,13,0,13963,36.7,36,0,667,0
"25734",18000,3,3,"MORTGAGE",108639,"TX",13.35,0,0,8,0,19141,76.9,47,0,727,0
"25735",24000,6,6,"MORTGAGE",90000,"NY",7.99,1,1,6,0,24260,77.8,15,0,712,0
"25736",25000,6,1,"MORTGAGE",170000,"DC",18.75,0,0,8,0,58412,96,30,0,752,0
"25737",25000,6,1,"MORTGAGE",71983,"OH",9.5,0,2,9,0,3765,16.5,34,0,762,1
"25738",25000,6,6,"MORTGAGE",2e+05,"AR",13.7,0,3,19,0,56847,56.5,41,0,722,0
"25739",24250,3,1,"MORTGAGE",41004,"AR",16.59,0,0,5,0,12559,69.8,19,0,752,0
"25740",3500,6,1,"RENT",12000,"TX",1.1,0,0,3,0,335,23.9,5,0,747,0
"25741",19000,6,5,"MORTGAGE",73000,"FL",22.03,0,0,18,0,14706,18.5,56,0,797,0
"25742",2000,3,7,"RENT",60000,"CA",14.24,0,1,3,0,1967,98.3,7,0,662,0
"25743",8250,3,1,"RENT",32500,"CO",23.7,0,1,6,0,475,12.4,12,0,737,0
"25744",12000,6,5,"MORTGAGE",69996,"CA",18.64,0,1,14,0,10146,58.3,20,0,677,1
"25745",15000,3,1,"MORTGAGE",141000,"NV",10.93,0,2,16,0,16433,21.9,49,0,722,0
"25746",15000,6,6,"MORTGAGE",54888,"OH",15.84,0,2,8,0,0,0,14,0,677,0
"25747",8000,6,4,"RENT",18000,"NJ",0.07,1,3,4,0,30,1.3,14,0,717,0
"25748",13000,3,3,"RENT",30000,"CA",11.44,1,0,8,0,5603,27.2,23,0,747,0
"25749",12000,3,3,"MORTGAGE",58000,"NY",15.35,0,3,10,0,3201,60.5,37,0,752,0
"25750",20000,3,7,"RENT",55200,"MA",16.5,0,0,15,0,21224,50.9,25,0,727,0
"25751",20000,6,5,"MORTGAGE",80000,"VA",12.2,0,1,12,0,20744,47.3,19,0,702,0
"25752",16000,3,4,"RENT",74000,"NY",14.63,0,0,8,0,18798,95.9,12,0,702,0
"25753",5000,6,3,"MORTGAGE",100980,"TX",11.5,1,2,10,0,14824,85.2,36,0,702,1
"25754",22000,3,2,"MORTGAGE",93600,"WA",14.29,0,1,14,1,35565,98.8,42,1,672,1
"25755",7000,3,5,"MORTGAGE",1e+05,"CA",3.73,0,0,6,0,811,5.6,27,0,802,0
"25756",5500,3,3,"RENT",45000,"VA",5.65,0,0,8,0,1391,29,12,0,722,0
"25757",25000,3,1,"MORTGAGE",110000,"TX",9.97,0,0,8,1,15661,87,22,1,682,1
"25758",5000,6,1,"MORTGAGE",87000,"NY",5.61,0,0,3,0,88150,41.1,7,0,757,0
"25759",9500,6,3,"RENT",25708,"FL",17.04,0,0,5,0,682,12.4,9,0,737,0
"25760",3500,3,1,"RENT",42500,"DC",6.69,0,0,4,0,6062,78.7,11,0,702,0
"25761",8000,3,3,"RENT",36000,"CA",0.47,0,3,4,0,4331,73.4,4,0,672,1
"25762",12000,3,3,"MORTGAGE",101004,"IL",15.03,0,3,10,0,5527,25.9,36,0,707,0
"25763",8000,6,4,"RENT",43932,"NY",15.38,0,2,5,0,1709,61,10,0,672,0
"25764",10000,6,1,"RENT",35000,"PA",16.39,0,0,7,0,4283,35.7,14,0,712,0
"25765",6500,6,8,"MORTGAGE",32864,"KY",6.86,0,1,10,0,2345,16.7,30,0,757,0
"25766",9200,3,4,"RENT",52250,"MA",21.27,0,0,9,0,12882,74.9,17,0,687,0
"25767",6000,3,6,"RENT",50004,"MA",17.69,0,0,5,0,3151,19,16,0,737,0
"25768",8800,3,1,"MORTGAGE",60000,"IL",17.1,1,2,13,0,13268,27.9,30,0,737,1
"25769",3000,3,4,"RENT",30000,"NJ",21.28,0,0,4,0,4359,64.1,9,0,722,0
"25770",3000,3,1,"OWN",14400,"CT",16.07,1,0,7,0,8181,40.1,35,0,667,0
"25771",16750,6,7,"RENT",39000,"FL",22.71,0,1,7,0,4075,26,11,0,737,1
"25772",12000,6,1,"MORTGAGE",2e+05,"GA",8.75,0,1,8,0,10070,45.8,23,0,722,0
"25773",4000,6,1,"RENT",30700,"OH",23.65,0,1,5,0,4086,81.7,10,0,697,0
"25774",5000,3,5,"RENT",51996,"CA",4.96,1,2,9,0,3177,35.3,20,0,667,0
"25775",2500,3,2,"RENT",51873,"NY",18.62,0,0,5,0,3244,29,13,0,727,1
"25776",20000,6,3,"MORTGAGE",120000,"CA",7.03,0,0,5,0,21849,85.7,19,0,682,0
"25777",14400,3,1,"RENT",76000,"IL",8.02,0,1,5,0,13017,85.2,7,0,697,0
"25778",19000,6,1,"MORTGAGE",63600,"CA",11.3,0,0,18,0,9280,19.3,43,0,762,1
"25779",12250,6,3,"MORTGAGE",45000,"IL",14.93,0,0,9,0,0,0,9,0,712,0
"25780",3600,6,6,"MORTGAGE",70000,"VA",16.18,2,2,9,0,17157,50.9,27,0,697,0
"25781",3200,6,1,"RENT",16800,"MD",17.64,0,1,3,0,10154,99.5,7,0,722,0
"25782",4025,3,3,"RENT",54000,"NY",11.13,0,1,8,0,5244,32,18,0,747,0
"25783",14400,3,1,"OWN",70000,"CA",14.78,0,0,17,0,28123,43.3,44,0,742,0
"25784",12000,3,3,"RENT",33504,"OH",23.21,0,3,9,0,13368,75.5,11,0,687,0
"25785",3600,3,1,"RENT",85000,"MA",2.95,1,0,2,0,5824,97.1,5,0,677,0
"25786",6450,3,5,"MORTGAGE",130000,"CA",18.12,1,3,10,0,102244,77.2,29,0,692,0
"25787",18200,6,8,"MORTGAGE",82710,"MN",19.54,0,0,14,0,42729,73,39,0,707,1
"25788",10000,3,2,"OWN",69996,"CA",13.25,0,1,14,0,24467,50.9,21,0,707,0
"25789",22000,6,1,"MORTGAGE",120000,"CA",2.32,2,1,7,0,6524,68,25,0,702,1
"25790",25000,3,6,"MORTGAGE",85000,"OR",20.48,0,0,10,0,25429,45.8,16,0,767,0
"25791",6000,3,1,"MORTGAGE",112404,"FL",22.47,0,0,13,0,33815,86.7,26,0,687,0
"25792",6000,3,1,"MORTGAGE",35000,"WI",10.42,1,1,13,0,13093,26,23,0,747,0
"25793",24250,3,2,"RENT",60000,"NY",11.78,0,2,3,0,24656,78,21,0,717,1
"25794",15000,3,5,"MORTGAGE",60000,"PA",17.04,0,0,10,0,2738,27.1,30,0,677,0
"25795",25000,3,1,"MORTGAGE",118189,"FL",16.31,0,1,11,0,23226,56.3,29,0,732,0
"25796",7000,3,3,"MORTGAGE",65000,"GA",21.54,0,0,8,0,14092,81.9,12,0,687,0
"25797",16000,6,1,"RENT",120000,"NY",8.42,0,0,12,0,26323,37.6,29,0,762,0
"25798",7750,3,3,"RENT",29000,"MA",22.09,0,0,9,0,4595,45.9,12,0,697,0
"25799",6000,6,8,"MORTGAGE",140004,"MN",17.98,0,2,15,0,26675,47.5,51,0,692,0
"25800",8400,3,7,"RENT",42000,"GA",23.23,0,1,6,0,1566,28,7,0,662,0
"25801",15250,6,1,"RENT",38004,"MO",21.57,1,1,12,0,22427,32.6,20,0,702,0
"25802",10000,6,2,"MORTGAGE",90000,"TX",9.63,0,2,16,0,16011,22.2,24,0,732,0
"25803",8650,3,5,"RENT",69000,"CA",4.66,0,1,6,0,12880,81.4,8,0,702,0
"25804",25000,3,2,"RENT",65000,"CA",13.22,0,0,10,0,24572,34,21,0,772,0
"25805",25000,6,3,"RENT",96000,"NJ",18.5,0,0,9,0,19548,87.7,21,0,677,0
"25806",8500,3,9,"RENT",50000,"CA",18.98,0,1,5,0,8800,65.4,9,0,707,1
"25807",20000,3,2,"MORTGAGE",109720,"CA",8.49,0,0,6,0,17145,60.6,16,0,742,0
"25808",6000,3,1,"RENT",35000,"FL",17.79,0,2,13,0,10649,40.6,13,0,677,0
"25809",1550,3,4,"RENT",34480,"OH",10.34,0,1,7,0,417,13.9,8,0,662,0
"25810",18250,6,1,"MORTGAGE",45900,"TX",21.33,0,0,14,0,32294,58.5,32,0,697,0
"25811",4000,6,1,"RENT",24000,"NY",6.7,0,1,5,0,2083,20.2,6,0,692,1
"25812",3200,6,1,"RENT",45000,"CA",16.08,0,0,4,1,3000,60,14,1,712,0
"25813",15000,6,4,"MORTGAGE",83000,"CA",17.55,1,0,7,0,15878,55.5,21,0,677,1
"25814",2000,3,1,"RENT",24000,"AZ",6.75,0,0,3,0,4262,77.5,5,0,707,0
"25815",15000,6,7,"RENT",44000,"MA",20.56,0,0,7,0,11013,90.3,32,0,697,0
"25816",25000,6,1,"MORTGAGE",700053.85,"NY",2.14,0,0,10,0,29240,84.3,13,0,692,1
"25817",2800,3,4,"RENT",50000,"CA",15.19,0,0,12,0,13400,77.9,19,0,677,0
"25818",25000,6,1,"MORTGAGE",60000,"OH",22.25,0,0,13,0,4294,12.1,31,0,782,1
"25819",14000,6,2,"RENT",25000,"NY",15.26,0,0,10,0,14992,30.1,16,0,742,0
"25820",19200,6,1,"MORTGAGE",75000,"OH",20.27,0,2,11,1,14899,77.6,46,1,682,0
"25821",10000,6,3,"RENT",41004,"CA",12.7,0,2,5,0,2311,38.5,11,0,677,0
"25822",10000,3,3,"RENT",96000,"CA",12.46,0,1,8,0,0,0,18,0,752,0
"25823",13750,3,4,"MORTGAGE",70000,"IL",3.69,0,3,14,0,10220,23.9,18,0,717,0
"25824",6125,3,4,"RENT",40000,"MD",12.3,1,0,14,0,10355,35.7,20,0,682,0
"25825",9000,3,2,"RENT",28200,"FL",1.96,0,2,4,0,1432,53,5,0,702,0
"25826",12000,3,1,"MORTGAGE",45000,"MN",19.47,0,0,8,0,2359,78.6,12,0,707,0
"25827",13000,3,2,"MORTGAGE",65000,"AZ",11.63,0,1,10,0,9594,44.2,13,0,732,0
"25828",8000,6,4,"RENT",80584.56,"MA",20.09,0,0,3,0,42896,86.7,21,0,727,0
"25829",21000,3,2,"MORTGAGE",75000,"MA",12.59,0,1,5,0,59347,75.1,9,0,702,0
"25830",4000,6,1,"RENT",72000,"CO",22.6,1,2,10,0,580,5.3,17,0,672,0
"25831",16500,3,5,"RENT",72000,"NY",23.85,0,0,11,0,22746,76.3,41,0,702,0
"25832",24000,6,1,"RENT",67032,"VA",19.51,0,1,5,0,17280,98.7,8,0,682,1
"25833",20000,3,1,"RENT",110000,"CA",5.64,0,0,9,0,13034,48.3,16,0,752,0
"25834",15000,6,3,"MORTGAGE",65000,"CT",20.46,0,0,12,0,18902,70.3,13,0,722,0
"25835",3000,6,3,"RENT",15000,"FL",14.96,0,1,3,0,5177,94.1,8,0,662,0
"25836",12000,3,3,"RENT",55000,"NJ",11.24,0,0,7,0,6457,77.8,17,0,697,0
"25837",20000,3,3,"RENT",101000,"NY",11.37,0,0,10,0,12283,56.7,34,0,742,0
"25838",5000,6,1,"MORTGAGE",42000,"MA",11.43,0,1,6,0,15646,97.8,20,0,732,0
"25839",9000,3,7,"RENT",31200,"CA",12.27,0,1,6,0,0,0,23,0,732,0
"25840",4000,3,3,"RENT",20800,"CA",7.1,0,1,3,0,3369,99.1,4,0,672,0
"25841",15000,3,1,"RENT",72000,"IL",10.65,1,0,7,0,16257,82.2,14,0,712,0
"25842",18000,3,1,"MORTGAGE",72000,"FL",7.88,1,1,23,0,4155,11.7,52,0,732,0
"25843",15000,3,3,"MORTGAGE",65000,"CT",11.04,0,0,12,0,13248,42.6,25,0,722,0
"25844",20000,6,2,"RENT",350000,"MD",5.34,1,1,14,0,53150,35.1,32,0,672,0
"25845",10000,3,3,"OWN",80000,"NY",6,0,0,7,0,12712,31.1,13,0,677,0
"25846",10800,6,9,"MORTGAGE",65000,"AR",15.47,0,0,8,0,16093,53.1,11,0,732,0
"25847",4500,3,7,"OWN",19200,"NJ",5.44,0,1,7,0,3293,12.8,9,0,717,0
"25848",5000,3,2,"RENT",88000,"CT",6.59,0,2,3,0,5741,88.3,4,0,682,0
"25849",4000,6,1,"MORTGAGE",108000,"MD",17.9,0,1,15,0,1881,5.3,58,0,782,0
"25850",15000,6,1,"RENT",72000,"CA",24.4,0,0,13,0,17147,67.2,30,0,727,0
"25851",10000,3,5,"RENT",36996,"NJ",5.45,0,0,7,0,6595,18.5,12,0,752,0
"25852",8000,3,2,"MORTGAGE",85000,"VA",23.93,0,3,9,0,78527,53.9,25,0,737,0
"25853",7200,6,1,"RENT",30000,"MI",11.92,0,2,7,0,12346,89.5,7,0,662,0
"25854",3100,6,8,"MORTGAGE",51000,"GA",22.35,1,0,12,0,3177,38.3,21,0,682,0
"25855",15000,3,1,"MORTGAGE",105600,"NY",13.73,0,0,12,0,16733,18.5,29,0,772,0
"25856",3000,3,3,"RENT",20000,"CA",4.08,0,0,4,0,1900,70.4,6,0,677,0
"25857",3200,6,1,"OWN",30000,"AL",24.48,0,2,5,0,4299,21.5,23,0,777,0
"25858",5500,3,5,"MORTGAGE",44000,"LA",22.91,0,1,6,0,4483,40.8,8,0,702,0
"25859",24000,6,1,"MORTGAGE",65004,"OK",9.14,0,2,9,0,14900,37.4,34,0,777,0
"25860",8500,3,1,"MORTGAGE",41500,"FL",15.73,0,0,9,0,8870,29.3,17,0,767,0
"25861",6000,6,1,"RENT",80004,"CA",14.49,0,3,18,0,14674,41.6,49,0,702,0
"25862",8100,6,1,"MORTGAGE",96000,"CA",14.47,0,0,15,0,10389,27.1,33,0,732,0
"25863",1800,3,1,"RENT",40000,"NY",5.67,0,0,12,0,6937,96.3,28,0,702,0
"25864",13000,3,9,"MORTGAGE",68000,"PA",8.28,0,1,9,0,13718,44,26,0,737,0
"25865",2700,3,4,"MORTGAGE",66000,"UT",0.27,0,0,9,0,1176,1.8,13,0,792,0
"25866",12000,3,3,"MORTGAGE",85500,"IL",14.6,0,2,10,0,34046,73.4,29,0,707,0
"25867",8000,3,2,"RENT",150000,"CA",7.23,0,0,4,1,6280,73,17,1,712,0
"25868",8000,6,7,"MORTGAGE",50000,"FL",20.4,0,2,31,0,11712,78.1,57,0,672,1
"25869",3000,3,1,"OWN",12000,"PA",0,0,0,2,0,0,0,3,0,762,0
"25870",4000,3,4,"RENT",32004,"PA",5.55,0,3,7,0,5718,60.2,9,0,667,0
"25871",12275,3,5,"MORTGAGE",57500,"TX",24,0,2,18,0,16507,73.4,38,0,687,0
"25872",10000,3,1,"MORTGAGE",50000,"KY",9.12,0,0,9,0,11451,47.9,30,0,757,0
"25873",12800,6,1,"MORTGAGE",78000,"WI",8.51,0,0,10,0,38176,71.8,34,0,727,0
"25874",2000,3,4,"MORTGAGE",1e+05,"CA",5.2,0,1,7,0,2101,11.2,16,0,737,0
"25875",4600,3,3,"MORTGAGE",120000,"CA",5.2,0,0,17,0,10782,11.7,42,0,797,0
"25876",14000,6,1,"MORTGAGE",48000,"CA",8.45,0,1,8,0,12801,42.8,26,0,687,0
"25877",15000,3,1,"MORTGAGE",53664,"CO",2.59,0,1,9,0,2114,8.8,20,0,722,0
"25878",18000,6,1,"MORTGAGE",44000,"MI",10.75,0,0,5,0,8426,80.2,8,0,692,0
"25879",5000,6,7,"MORTGAGE",50000,"CA",2.64,0,0,5,1,2604,38.9,14,1,732,0
"25880",2000,3,2,"RENT",30000,"CA",2.44,0,0,4,0,67,16.7,8,0,702,0
"25881",3000,3,5,"MORTGAGE",39600,"AZ",6.48,0,0,7,0,6985,48.8,20,0,707,0
"25882",5000,3,4,"RENT",30000,"SC",12.36,0,0,3,0,0,0,5,0,752,0
"25883",4400,3,1,"RENT",25000,"FL",17.42,0,0,7,0,296,1.4,12,0,792,0
"25884",5000,6,1,"MORTGAGE",45000,"SC",14.27,0,0,9,0,5283,48,14,0,662,1
"25885",1000,3,5,"RENT",22800,"WA",2.37,0,1,3,0,460,13.5,3,0,712,0
"25886",5000,6,3,"RENT",48000,"OR",3.4,0,1,7,0,4725,59.8,7,0,677,0
"25887",8000,6,1,"MORTGAGE",72000,"OK",17.61,1,0,11,1,44856,74.1,19,1,697,0
"25888",9000,3,1,"MORTGAGE",50000,"NY",11.06,0,0,10,0,19445,23.5,15,0,757,0
"25889",12000,6,1,"OWN",42000,"FL",2.71,0,0,8,0,4859,27,23,0,787,0
"25890",24250,6,2,"RENT",119976,"MD",5.24,0,0,7,0,5041,17.3,15,0,752,0
"25891",8400,6,7,"RENT",96000,"CA",23.91,0,1,15,0,11271,44.7,31,0,692,0
"25892",12500,3,1,"RENT",40500,"VA",16.36,0,1,14,0,7285,41.6,25,0,697,0
"25893",10800,6,5,"MORTGAGE",39996,"NY",13.17,0,0,13,0,7552,48.4,34,0,672,0
"25894",15000,6,1,"MORTGAGE",75000,"TX",24.83,0,0,12,0,17058,71.1,22,0,687,0
"25895",25000,6,1,"RENT",129996,"CA",14.66,0,0,8,0,35377,26.5,21,0,777,0
"25896",5000,6,3,"MORTGAGE",25000,"MO",7.73,1,1,15,1,3808,22.5,33,1,717,1
"25897",10000,6,2,"RENT",36320,"WA",2.25,0,1,7,0,2156,19.1,7,0,722,0
"25898",12000,6,1,"MORTGAGE",45500,"FL",16.98,0,1,10,0,59495,30.2,28,0,782,1
"25899",5975,3,1,"MORTGAGE",72000,"CA",13.37,1,2,9,0,17274,63.5,27,0,687,0
"25900",17600,6,2,"RENT",1e+05,"NY",20.58,0,0,16,2,42740,96.3,23,0,672,0
"25901",12000,3,1,"RENT",1e+05,"NY",9.91,0,0,8,0,8129,46.5,17,0,747,0
"25902",15000,3,3,"MORTGAGE",150000,"TX",17.85,1,0,6,0,0,0,13,0,682,0
"25903",6000,6,2,"MORTGAGE",53004,"MA",5.95,0,0,11,0,1137,14.6,17,0,707,0
"25904",7000,6,1,"RENT",28416,"GA",23.23,0,0,12,0,12001,82.8,20,0,702,0
"25905",4800,6,8,"RENT",48100,"NY",14.84,0,0,18,0,8828,70.6,28,0,662,0
"25906",15000,6,4,"MORTGAGE",1e+05,"AL",13.92,0,3,15,0,9534,23.1,30,0,742,0
"25907",2400,6,4,"OWN",21600,"KY",6,1,2,3,0,4051,96.5,6,0,677,1
"25908",5000,6,3,"MORTGAGE",96000,"MA",0.53,1,0,7,0,1607,5.3,14,0,792,0
"25909",16000,6,3,"MORTGAGE",52000,"CA",14.05,0,0,9,0,8263,51.3,9,0,707,0
"25910",4000,3,5,"MORTGAGE",88000,"TX",0.68,0,5,6,0,1676,8.2,22,0,812,0
